date,edit_count,unique_editors,avg_size_change,total_size_change,topic
2018-01-28,12,4,-4.833333333333333,-58.0,Bitcoin
2018-01-29,1,1,-1.0,-1.0,Bitcoin
2018-01-30,1,1,-157.0,-157.0,Bitcoin
2018-02-02,6,5,112.83333333333333,677.0,Bitcoin
2018-02-03,2,2,-284.0,-568.0,Bitcoin
2018-02-04,6,3,-101.0,-606.0,Bitcoin
2018-02-05,1,1,-109.0,-109.0,Bitcoin
2018-02-06,1,1,1007.0,1007.0,Bitcoin
2018-02-07,6,2,-29.666666666666668,-178.0,Bitcoin
2018-02-09,2,2,-649.5,-1299.0,Bitcoin
2018-02-10,8,5,-26.25,-210.0,Bitcoin
2018-02-11,2,2,1.0,2.0,Bitcoin
2018-02-12,1,1,-145.0,-145.0,Bitcoin
2018-02-13,1,1,34.0,34.0,Bitcoin
2018-02-16,8,3,51.75,414.0,Bitcoin
2018-02-17,5,2,3.2,16.0,Bitcoin
2018-02-18,3,1,1825.6666666666667,5477.0,Bitcoin
2018-02-19,4,1,707.25,2829.0,Bitcoin
2018-02-20,3,1,-156.0,-468.0,Bitcoin
2018-02-21,2,2,-518.0,-1036.0,Bitcoin
2018-02-22,3,1,648.0,1944.0,Bitcoin
2018-02-23,1,1,49.0,49.0,Bitcoin
2018-02-24,1,1,-400.0,-400.0,Bitcoin
2018-02-27,16,2,-12.6875,-203.0,Bitcoin
2018-03-01,9,2,12.777777777777779,115.0,Bitcoin
2018-03-02,1,1,-29.0,-29.0,Bitcoin
2018-03-04,2,1,14.0,28.0,Bitcoin
2018-03-09,1,1,-48.0,-48.0,Bitcoin
2018-03-11,5,4,14.6,73.0,Bitcoin
2018-03-13,8,1,-30.0,-240.0,Bitcoin
2018-03-14,3,2,-388.0,-1164.0,Bitcoin
2018-03-16,4,2,102.75,411.0,Bitcoin
2018-03-17,3,1,8.666666666666666,26.0,Bitcoin
2018-03-18,2,2,-409.5,-819.0,Bitcoin
2018-03-22,5,4,413.4,2067.0,Bitcoin
2018-03-23,4,4,-141.75,-567.0,Bitcoin
2018-03-24,10,5,-28.9,-289.0,Bitcoin
2018-03-27,1,1,1.0,1.0,Bitcoin
2018-03-28,1,1,-57.0,-57.0,Bitcoin
2018-04-02,2,2,-13.5,-27.0,Bitcoin
2018-04-03,1,1,-30.0,-30.0,Bitcoin
2018-04-04,1,1,-2.0,-2.0,Bitcoin
2018-04-05,1,1,12.0,12.0,Bitcoin
2018-04-08,8,3,6.75,54.0,Bitcoin
2018-04-10,5,2,-27.2,-136.0,Bitcoin
2018-04-13,1,1,30.0,30.0,Bitcoin
2018-04-14,1,1,-137.0,-137.0,Bitcoin
2018-04-18,2,1,-19.5,-39.0,Bitcoin
2018-04-21,1,1,-199.0,-199.0,Bitcoin
2018-04-22,2,1,-133.5,-267.0,Bitcoin
2018-04-23,1,1,-3.0,-3.0,Bitcoin
2018-04-24,3,3,0.6666666666666666,2.0,Bitcoin
2018-04-25,12,6,36.916666666666664,443.0,Bitcoin
2018-04-26,1,1,-181.0,-181.0,Bitcoin
2018-04-27,4,1,194.75,779.0,Bitcoin
2018-04-28,3,1,-7.666666666666667,-23.0,Bitcoin
2018-04-29,1,1,-3.0,-3.0,Bitcoin
2018-05-01,1,1,2.0,2.0,Bitcoin
2018-05-07,1,1,-355.0,-355.0,Bitcoin
2018-05-08,1,1,355.0,355.0,Bitcoin
2018-05-09,2,2,-35.0,-70.0,Bitcoin
2018-05-10,5,3,20.6,103.0,Bitcoin
2018-05-14,5,3,-39.6,-198.0,Bitcoin
2018-05-15,2,2,-998.0,-1996.0,Bitcoin
2018-05-17,4,2,398.0,1592.0,Bitcoin
2018-05-24,6,4,789.6666666666666,4738.0,Bitcoin
2018-05-25,13,4,-115.61538461538461,-1503.0,Bitcoin
2018-05-27,9,3,42.666666666666664,384.0,Bitcoin
