date,edit_count,unique_editors,avg_size_change,total_size_change,topic
2010-08-31,1,1,-87.0,-87.0,Ukraine
2010-09-01,3,2,24.333333333333332,73.0,Ukraine
2010-09-05,1,1,-4.0,-4.0,Ukraine
2010-09-08,2,2,2.0,4.0,Ukraine
2010-09-09,1,1,33.0,33.0,Ukraine
2010-09-10,2,1,0.0,0.0,Ukraine
2010-09-11,7,3,0.0,0.0,Ukraine
2010-09-12,14,4,1.2857142857142858,18.0,Ukraine
2010-09-14,2,2,-20.0,-40.0,Ukraine
2010-09-15,1,1,-6.0,-6.0,Ukraine
2010-09-17,4,4,111.0,444.0,Ukraine
2010-09-19,9,8,-176.77777777777777,-1591.0,Ukraine
2010-09-20,3,3,36.666666666666664,110.0,Ukraine
2010-09-21,3,3,-6.333333333333333,-19.0,Ukraine
2010-09-23,4,3,153.25,613.0,Ukraine
2010-09-25,1,1,-11.0,-11.0,Ukraine
2010-09-29,4,3,3.0,12.0,Ukraine
2010-10-01,9,5,-8.333333333333334,-75.0,Ukraine
2010-10-02,2,2,69310.5,138621.0,Ukraine
2010-10-03,2,2,-69273.0,-138546.0,Ukraine
2010-10-05,4,3,6.5,26.0,Ukraine
2010-10-06,3,3,-2.3333333333333335,-7.0,Ukraine
2010-10-07,1,1,-14.0,-14.0,Ukraine
2010-10-09,2,2,-293.5,-587.0,Ukraine
2010-10-10,5,3,-63.4,-317.0,Ukraine
2010-10-11,3,3,79.0,237.0,Ukraine
2010-10-12,3,3,-8.333333333333334,-25.0,Ukraine
2010-10-14,4,2,-3.25,-13.0,Ukraine
2010-10-15,4,3,0.5,2.0,Ukraine
2010-10-16,2,2,237.0,474.0,Ukraine
2010-10-19,7,7,-696.5714285714286,-4876.0,Ukraine
2010-10-21,1,1,7.0,7.0,Ukraine
2010-10-22,6,3,-5.166666666666667,-31.0,Ukraine
2010-10-23,4,4,-6.25,-25.0,Ukraine
2010-10-24,1,1,-9.0,-9.0,Ukraine
2010-10-25,1,1,91.0,91.0,Ukraine
2010-10-26,5,4,-16.2,-81.0,Ukraine
2010-10-27,4,2,3.75,15.0,Ukraine
2010-10-28,2,2,-93.0,-186.0,Ukraine
2010-10-30,2,2,-13.0,-26.0,Ukraine
2010-10-31,1,1,-2.0,-2.0,Ukraine
2010-11-02,3,3,2.6666666666666665,8.0,Ukraine
2010-11-03,2,2,-27.0,-54.0,Ukraine
2010-11-04,7,4,-23.142857142857142,-162.0,Ukraine
2010-11-05,3,3,-31.0,-93.0,Ukraine
2010-11-06,5,3,-245.2,-1226.0,Ukraine
2010-11-07,4,2,43.25,173.0,Ukraine
2010-11-08,7,5,-125.28571428571429,-877.0,Ukraine
2010-11-09,9,3,39.888888888888886,359.0,Ukraine
2010-11-10,9,7,-546.8888888888889,-4922.0,Ukraine
2010-11-11,6,5,-129.16666666666666,-775.0,Ukraine
2010-11-12,18,8,-171.94444444444446,-3095.0,Ukraine
2010-11-13,2,2,-363.0,-726.0,Ukraine
2010-11-14,5,3,-30.2,-151.0,Ukraine
2010-11-15,5,4,-14.4,-72.0,Ukraine
2010-11-17,6,6,-19.666666666666668,-118.0,Ukraine
2010-11-19,3,2,-482.0,-1446.0,Ukraine
